"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
99,"Representative General Assembly 47th District - R*","Deanne Marie Mazzochi","R",8257,100.00,633638,157671,114,114,"0","0"
100,"Representative General Assembly 47th District - D*","James M. ""Jim"" Caffrey","D",5316,53.30,633638,157671,114,114,"0","0"
101,"Representative General Assembly 47th District - D*","Anne Sommerkamp","D",4658,46.70,633638,157671,114,114,"0","0"
102,"Representative General Assembly 48th District - R","Peter Breen","R",8609,100.00,633638,157671,123,123,"0","0"
103,"Representative General Assembly 48th District - D","Terra Costa Howard","D",10859,100.00,633638,157671,123,123,"0","0"
104,"Representative General Assembly 49th District - R*","Nic Zito","R",814,34.88,633638,157671,35,35,"0","0"
105,"Representative General Assembly 49th District - R*","Tonia Jane Khouri","R",1520,65.12,633638,157671,35,35,"0","0"
106,"Representative General Assembly 49th District - D*","Karina Villa","D",2188,100.00,633638,157671,35,35,"0","0"
107,"Representative General Assembly 56th District - R*","Jillian Rose Bernas","R",619,65.16,633638,157671,19,19,"0","0"
108,"Representative General Assembly 56th District - R*","Charlotte ""Char"" Kegarise","R",331,34.84,633638,157671,19,19,"0","0"
109,"Representative General Assembly 56th District - D*","Michelle Mussman","D",1209,100.00,633638,157671,19,19,"0","0"
110,"Representative General Assembly 77th District - R*","Anthony Airdo","R",1475,100.00,633638,157671,29,29,"0","0"
111,"Representative General Assembly 77th District - D*","Kathleen Willis","D",1779,100.00,633638,157671,29,29,"0","0"
112,"Representative General Assembly 81st District - R*","David S. Olsen","R",8660,100.00,633638,157671,118,118,"0","0"
113,"Representative General Assembly 81st District - D*","Anne M. Stava-Murray","D",10646,100.00,633638,157671,118,118,"0","0"
114,"Representative General Assembly 82nd District - R*","Jim Durkin","R",2520,65.13,633638,157671,43,43,"0","0"
115,"Representative General Assembly 82nd District - R*","Michael ""Mickey"" Straub","R",1349,34.87,633638,157671,43,43,"0","0"
116,"Representative General Assembly 82nd District - D*","Tom Chlystek","D",2834,100.00,633638,157671,43,43,"0","0"
117,"Representative General Assembly 84th District - R*","Patty Smith","R",1273,100.00,633638,157671,38,38,"0","0"
118,"Representative General Assembly 84th District - D*","Stephanie A. Kifowit","D",2814,100.00,633638,157671,38,38,"0","0"
119,"Representative General Assembly 85th District - R*","Lisa Bickus","R",725,100.00,633638,157671,18,18,"0","0"
120,"Representative General Assembly 85th District - D*","John Connor","D",1343,100.00,633638,157671,18,18,"0","0"
121,"DuPage County Regional Superintendent of Schools - R*","Darlene J. Ruscitti","R",58128,100.00,633638,157671,886,886,"0","0"
122,"Kane County Regional Superintendent of Schools - R*","Patricia A. Dal Santo","R",2829,100.00,633638,157671,51,51,"0","0"
123,"Kane County Regional Superintendent of Schools - D*","No Candidate","D",0,0.00,633638,157671,51,51,"0","0"
124,"County Board Chairman - R","Dan Cronin","R",61862,100.00,633638,157671,930,930,"0","0"
125,"County Board Chairman - D","Lynn LaPlante","D",68806,100.00,633638,157671,930,930,"0","0"
126,"Sheriff - R","Frank Bibbiano","R",26842,39.54,633638,157671,930,930,"0","0"
127,"Sheriff - R","James Mendrick","R",41049,60.46,633638,157671,930,930,"0","0"
128,"Sheriff - D","Gregory H. Whalen","D",67736,100.00,633638,157671,930,930,"0","0"
129,"County Clerk - R","Paul Hinds","R",59855,100.00,633638,157671,930,930,"0","0"
130,"County Clerk - D","Jean Kaczmarek","D",68393,100.00,633638,157671,930,930,"0","0"
131,"County Treasurer - R","Gwen Henry","R",61549,100.00,633638,157671,930,930,"0","0"
132,"County Treasurer - D","No Candidate","D",0,0.00,633638,157671,930,930,"0","0"
133,"County Board Member District 1, 4 Year Term - R","Paul A. DeMichele","R",4079,26.97,633638,157671,136,136,"0","0"
134,"County Board Member District 1, 4 Year Term - R","Sam Tornatore","R",6819,45.09,633638,157671,136,136,"0","0"
135,"County Board Member District 1, 4 Year Term - R","Dino Gavanes","R",4226,27.94,633638,157671,136,136,"0","0"
136,"County Board Member District 1, 4 Year Term - D","Zahra Suratwala","D",5431,45.84,633638,157671,136,136,"0","0"
137,"County Board Member District 1, 4 Year Term - D","Ashley J. Selmon","D",6417,54.16,633638,157671,136,136,"0","0"
138,"County Board Member District 2, 4 Year Term - R","Peter ""Pete"" DiCianni","R",8189,51.80,633638,157671,171,171,"0","0"
139,"County Board Member District 2, 4 Year Term - R","Steve Nero","R",7621,48.20,633638,157671,171,171,"0","0"
140,"County Board Member District 2, 4 Year Term - D","Elizabeth (Liz) Chaplin","D",10203,48.90,633638,157671,171,171,"0","0"
141,"County Board Member District 2, 4 Year Term - D","Arlene Kendorski","D",5429,26.02,633638,157671,171,171,"0","0"
142,"County Board Member District 2, 4 Year Term - D","Claire Goldenberg","D",5232,25.08,633638,157671,171,171,"0","0"
143,"County Board Member District 3, 4 Year Term - R","Martin T. Tully","R",6924,32.75,633638,157671,162,162,"0","0"
144,"County Board Member District 3, 4 Year Term - R","Greg Abbott","R",5793,27.40,633638,157671,162,162,"0","0"
145,"County Board Member District 3, 4 Year Term - R","Greg Hart","R",8427,39.86,633638,157671,162,162,"0","0"
146,"County Board Member District 3, 4 Year Term - D","Julie Renehan","D",9538,50.20,633638,157671,162,162,"0","0"
147,"County Board Member District 3, 4 Year Term - D","Mehr Qayyum","D",4556,23.98,633638,157671,162,162,"0","0"
148,"County Board Member District 3, 4 Year Term - D","John Basco","D",4905,25.82,633638,157671,162,162,"0","0"
149,"County Board Member District 4, 4 Year Term - R","Grant Eckhoff","R",6190,27.08,633638,157671,164,164,"0","0"
150,"County Board Member District 4, 4 Year Term - R","Ron Almiron","R",914,4.00,633638,157671,164,164,"0","0"
151,"County Board Member District 4, 4 Year Term - R","Paula McGowen","R",2729,11.94,633638,157671,164,164,"0","0"
152,"County Board Member District 4, 4 Year Term - R","Christopher J. Zaruba","R",5393,23.59,633638,157671,164,164,"0","0"
153,"County Board Member District 4, 4 Year Term - R","Craig R. Chinchilla","R",2995,13.10,633638,157671,164,164,"0","0"
154,"County Board Member District 4, 4 Year Term - R","Elizabeth ""Beth"" Tatro","R",4637,20.29,633638,157671,164,164,"0","0"
155,"County Board Member District 4, 4 Year Term - D","Trevor J. Orsinger","D",4347,23.74,633638,157671,164,164,"0","0"
156,"County Board Member District 4, 4 Year Term - D","Hadiya Afzal","D",5517,30.13,633638,157671,164,164,"0","0"
157,"County Board Member District 4, 4 Year Term - D","Mary FitzGerald Ozog","D",8448,46.13,633638,157671,164,164,"0","0"
158,"County Board Member District 5, 4 Year Term - R","Janice Marie Anderson","R",6018,48.60,633638,157671,164,164,"0","0"
159,"County Board Member District 5, 4 Year Term - R","Patricia ""Patty"" Gustin","R",6365,51.40,633638,157671,164,164,"0","0"
160,"County Board Member District 5, 4 Year Term - D","Sadia G. Covert","D",7749,49.15,633638,157671,164,164,"0","0"
161,"County Board Member District 5, 4 Year Term - D","Dawn DeSart","D",8018,50.85,633638,157671,164,164,"0","0"
162,"County Board Member District 6, 4 Year Term - R","James F. ""Jim"" Zay","R",7870,44.38,633638,157671,152,152,"0","0"
163,"County Board Member District 6, 4 Year Term - R","Kevin Wiley","R",6563,37.01,633638,157671,152,152,"0","0"
164,"County Board Member District 6, 4 Year Term - R","Sean M. McQuade","R",3300,18.61,633638,157671,152,152,"0","0"
165,"County Board Member District 6, 4 Year Term - D","Sheila C. Rutledge","D",6372,43.11,633638,157671,152,152,"0","0"
166,"County Board Member District 6, 4 Year Term - D","Erica Green","D",5814,39.33,633638,157671,152,152,"0","0"
167,"County Board Member District 6, 4 Year Term - D","John Maguire","D",2596,17.56,633638,157671,152,152,"0","0"
168,"DuPage County Forest Preserve President - R","Joseph F. Cantore","R",60812,100.00,633638,157671,930,930,"0","0"
169,"DuPage County Forest Preserve President - D","Daniel Hebreard","D",67619,100.00,633638,157671,930,930,"0","0"
170,"DuPage County Forest Preserve Commissioner, District 1 - R","Marsha Murphy","R",8375,100.00,633638,157671,135,135,"0","0"
171,"DuPage County Forest Preserve Commissioner, District 1 - D","Christopher Garza","D",0,0.00,633638,157671,135,135,"0","0"
172,"DuPage County Forest Preserve Commissioner, District 3 - R","Linda J. Painter","R",11712,100.00,633638,157671,162,162,"0","0"
173,"DuPage County Forest Preserve Commissioner, District 3 - D","Irfan M. Ibrahim","D",12418,100.00,633638,157671,162,162,"0","0"
174,"DuPage County Forest Preserve Commissioner, District 6 - R","Al Murphy","R",10165,100.00,633638,157671,153,153,"0","0"
175,"DuPage County Forest Preserve Commissioner, District 6 - D","No Candidate","D",0,0.00,633638,157671,153,153,"0","0"
176,"Judge of the Circuit Court, 18th Judicial Circuit - R (Fawell)","Karen M. Wilson","R",59377,100.00,633638,157671,930,930,"0","0"
177,"Judge of the Circuit Court, 18th Judicial Circuit - D (Fawell)","David Stevens","D",26362,41.02,633638,157671,930,930,"0","0"
178,"Judge of the Circuit Court, 18th Judicial Circuit - D (Fawell)","Jeffrey M. Jacobson","D",26594,41.38,633638,157671,930,930,"0","0"
179,"Judge of the Circuit Court, 18th Judicial Circuit - D (Fawell)","Raleigh D. Kalbfleisch","D",11306,17.59,633638,157671,930,930,"0","0"
180,"Judge of the Circuit Court, 18th Judicial Circuit - R (Creswell)","Jeff Mackay","R",58946,100.00,633638,157671,930,930,"0","0"
181,"Judge of the Circuit Court, 18th Judicial Circuit - D (Creswell)","Linda E. Davenport","D",67238,100.00,633638,157671,930,930,"0","0"
182,"Precinct Committeeman WYN 001 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
183,"Precinct Committeeman WYN 002 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
184,"Precinct Committeeman WYN 003 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
185,"Precinct Committeeman WYN 004 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
186,"Precinct Committeeman WYN 005 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
187,"Precinct Committeeman WYN 006 - D","Henry Goers","D",80,100.00,633638,157671,1,1,"0","0"
188,"Precinct Committeeman WYN 007 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
189,"Precinct Committeeman WYN 008 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
190,"Precinct Committeeman WYN 009 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
191,"Precinct Committeeman WYN 010 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
192,"Precinct Committeeman WYN 011 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
193,"Precinct Committeeman WYN 012 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
194,"Precinct Committeeman WYN 013 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
195,"Precinct Committeeman WYN 014 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
196,"Precinct Committeeman WYN 015 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
197,"Precinct Committeeman WYN 016 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
198,"Precinct Committeeman WYN 017 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
199,"Precinct Committeeman WYN 018 - D","Donald L. Modugno","D",48,100.00,633638,157671,1,1,"0","0"
200,"Precinct Committeeman WYN 019 - D","Samuel Chacko","D",15,19.48,633638,157671,1,1,"0","0"
201,"Precinct Committeeman WYN 019 - D","Erica Green","D",62,80.52,633638,157671,1,1,"0","0"
202,"Precinct Committeeman WYN 020 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
203,"Precinct Committeeman WYN 021 - D","Cynthia Borbas","D",71,100.00,633638,157671,1,1,"0","0"
204,"Precinct Committeeman WYN 022 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
205,"Precinct Committeeman WYN 023 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
206,"Precinct Committeeman WYN 024 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
207,"Precinct Committeeman WYN 025 - D","Martin McManamon","D",78,100.00,633638,157671,1,1,"0","0"
208,"Precinct Committeeman WYN 026 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
209,"Precinct Committeeman WYN 027 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
210,"Precinct Committeeman WYN 028 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
211,"Precinct Committeeman WYN 029 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
212,"Precinct Committeeman WYN 030 - D","David Michalek","D",95,100.00,633638,157671,1,1,"0","0"
213,"Precinct Committeeman WYN 031 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
214,"Precinct Committeeman WYN 032 - D","Lynn DeSmidt","D",63,100.00,633638,157671,1,1,"0","0"
215,"Precinct Committeeman WYN 033 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
216,"Precinct Committeeman WYN 034 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
217,"Precinct Committeeman WYN 035 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
218,"Precinct Committeeman WYN 036 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
219,"Precinct Committeeman WYN 037 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
220,"Precinct Committeeman WYN 038 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
221,"Precinct Committeeman WYN 039 - D","John Maguire","D",83,100.00,633638,157671,1,1,"0","0"
222,"Precinct Committeeman WYN 040 - D","Brian H. Dullum","D",80,100.00,633638,157671,1,1,"0","0"
223,"Precinct Committeeman WYN 041 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
224,"Precinct Committeeman WYN 042 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
225,"Precinct Committeeman WYN 043 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
226,"Precinct Committeeman WYN 044 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
227,"Precinct Committeeman WYN 045 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
228,"Precinct Committeeman WYN 046 - D","Parth R. Patel","D",59,100.00,633638,157671,1,1,"0","0"
229,"Precinct Committeeman WYN 047 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
230,"Precinct Committeeman WYN 048 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
231,"Precinct Committeeman WYN 049 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
232,"Precinct Committeeman WYN 050 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
233,"Precinct Committeeman WYN 051 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
234,"Precinct Committeeman WYN 052 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
235,"Precinct Committeeman WYN 053 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
236,"Precinct Committeeman WYN 054 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
237,"Precinct Committeeman WYN 055 - D","Kathleen V. Carrier","D",77,100.00,633638,157671,1,1,"0","0"
238,"Precinct Committeeman WYN 056 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
239,"Precinct Committeeman WYN 057 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
240,"Precinct Committeeman WYN 058 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
241,"Precinct Committeeman WYN 059 - D","Dave Barry","D",72,100.00,633638,157671,1,1,"0","0"
242,"Precinct Committeeman WYN 060 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
243,"Precinct Committeeman WYN 061 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
244,"Precinct Committeeman WYN 062 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
245,"Precinct Committeeman WYN 063 - D","Keith Marvin","D",41,100.00,633638,157671,1,1,"0","0"
246,"Precinct Committeeman WYN 064 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
247,"Precinct Committeeman WYN 065 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
248,"Precinct Committeeman WYN 066 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
249,"Precinct Committeeman WYN 067 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
250,"Precinct Committeeman WYN 068 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
